County Name,GDP(2015),GDP(2016),GDP(2017),GDP(2018),rank_2018,percent_2016,percent_2017,percent_2018,change_rank2018,State
Ellis,"4,757,978","4,910,556","4,939,819","5,263,388",48,3.2,0.6,6.6,47,Texas
El Paso,"27,333,138","27,579,722","28,070,265","28,974,082",7,0.9,1.8,3.2,115,Texas
Erath,"1,423,892","1,458,608","1,542,395","1,639,702",99,2.4,5.7,6.3,52,Texas
Falls,"361,665","378,232","384,311","397,988",192,4.6,1.6,3.6,107,Texas
Fannin,"624,023","652,635","683,053","719,113",164,4.6,4.7,5.3,69,Texas
Fayette,"1,663,815","1,617,915","1,702,891","1,676,417",97,-2.8,5.3,-1.6,203,Texas
Fisher,"241,192","235,337","233,169","269,140",214,-2.4,-0.9,15.4,15,Texas
Floyd,"275,103","246,891","335,089","331,475",202,-10.3,35.7,-1.1,199,Texas
Foard,"45,757","43,240","46,113","48,701",253,-5.5,6.6,5.6,63,Texas
Fort Bend,"28,277,968","22,713,161","23,180,856","24,423,084",10,-19.7,2.1,5.4,68,Texas
Franklin,"410,877","405,561","422,235","447,719",183,-1.3,4.1,6,55,Texas
Freestone,"1,991,526","1,774,119","1,833,862","1,384,485",115,-10.9,3.4,-24.5,251,Texas
Frio,"1,804,483","1,636,444","1,812,542","1,972,828",83,-9.3,10.8,8.8,30,Texas
Gaines,"3,071,021","3,143,750","3,374,899","3,329,962",64,2.4,7.4,-1.3,201,Texas
Galveston,"13,438,716","13,923,623","13,991,719","14,227,702",18,3.6,0.5,1.7,157,Texas
Garza,"392,575","396,636","394,392","386,173",193,1,-0.6,-2.1,207,Texas
Gillespie,"814,218","832,301","829,962","855,051",152,2.2,-0.3,3,125,Texas
Glasscock,"3,227,077","3,419,824","4,188,974","5,445,361",45,6,22.5,30,6,Texas
Goliad,"324,593","315,686","345,439","348,238",199,-2.7,9.4,0.8,172,Texas
Gonzales,"5,039,799","4,715,861","4,829,309","4,962,433",49,-6.4,2.4,2.8,132,Texas
Gray,"1,254,277","1,074,164","1,096,956","1,078,311",130,-14.4,2.1,-1.7,204,Texas
Grayson,"4,355,290","4,370,950","4,475,124","4,691,343",52,0.4,2.4,4.8,78,Texas
Gregg,"7,851,814","7,432,406","7,554,845","7,899,636",32,-5.3,1.6,4.6,84,Texas
Grimes,"1,209,368","1,107,248","1,057,200","1,087,331",129,-8.4,-4.5,2.9,128,Texas
Guadalupe,"7,892,978","8,038,245","8,578,658","9,253,418",30,1.8,6.7,7.9,34,Texas
Hale,"1,372,721","1,268,627","1,299,060","1,356,731",117,-7.6,2.4,4.4,85,Texas
Hall,"82,461","83,017","77,221","77,938",248,0.7,-7,0.9,169,Texas
Hamilton,"202,268","207,874","210,996","218,155",223,2.8,1.5,3.4,109,Texas
Hansford,"1,022,789","855,907","879,769","945,214",142,-16.3,2.8,7.4,37,Texas
Hardeman,"205,461","205,436","203,502","193,103",226,0,-0.9,-5.1,230,Texas
Hardin,"1,282,714","1,249,286","1,258,985","1,320,027",120,-2.6,0.8,4.8,77,Texas
Harris,"358,868,375","350,522,882","351,838,302","361,353,488",1,-2.3,0.4,2.7,135,Texas
Harrison,"4,405,398","4,350,017","4,419,469","4,509,467",55,-1.3,1.6,2,150,Texas
Hartley,"959,518","776,267","901,759","906,563",145,-19.1,16.2,0.5,177,Texas
Haskell,"192,651","211,294","258,137","298,804",210,9.7,22.2,15.8,14,Texas
Hays,"5,428,938","5,709,953","5,969,966","6,291,164",38,5.2,4.6,5.4,66,Texas
Hemphill,"1,515,128","1,288,646","1,202,424","1,047,164",132,-14.9,-6.7,-12.9,245,Texas
Henderson,"1,567,343","1,569,941","1,643,810","1,680,801",95,0.2,4.7,2.3,146,Texas
Hidalgo,"19,570,711","20,007,112","20,381,184","21,017,756",14,2.2,1.9,3.1,119,Texas
Hill,"865,074","890,421","907,781","922,510",143,2.9,1.9,1.6,158,Texas
Hockley,"2,243,591","2,089,775","2,241,118","2,291,133",73,-6.9,7.2,2.2,147,Texas
Hood,"1,973,766","1,836,421","2,046,183","2,180,548",75,-7,11.4,6.6,46,Texas
Hopkins,"1,296,179","1,285,413","1,291,824","1,341,445",118,-0.8,0.5,3.8,100,Texas
Houston,"876,884","846,398","857,637","883,298",148,-3.5,1.3,3,126,Texas
Howard,"3,215,304","3,723,152","5,093,480","6,757,873",37,15.8,36.8,32.7,5,Texas
Hudspeth,"145,705","141,134","137,100","149,878",237,-3.1,-2.9,9.3,28,Texas
Hunt,"3,060,806","3,412,827","3,469,900","3,554,755",60,11.5,1.7,2.4,141,Texas
Hutchinson,"4,908,939","9,380,312","8,903,931","7,999,065",31,91.1,-5.1,-10.2,240,Texas
Irion,"2,129,169","1,822,057","1,845,890","1,717,353",93,-14.4,1.3,-7,234,Texas
Jack,"753,797","624,966","637,510","675,495",168,-17.1,2,6,58,Texas
Jackson,"601,370","578,885","637,979","703,860",166,-3.7,10.2,10.3,23,Texas
Jasper,"1,005,634","956,225","970,666","985,232",139,-4.9,1.5,1.5,159,Texas
Jeff Davis,"72,827","70,060","72,178","72,768",250,-3.8,3,0.8,171,Texas
Jefferson,"21,956,655","23,478,937","23,759,625","23,729,173",11,6.9,1.2,-0.1,192,Texas
Jim Hogg,"216,959","226,035","224,393","223,390",221,4.2,-0.7,-0.4,194,Texas
Jim Wells,"1,937,644","1,565,164","1,650,206","1,812,196",91,-19.2,5.4,9.8,25,Texas
Johnson,"5,934,611","5,730,890","6,142,760","6,166,179",39,-3.4,7.2,0.4,181,Texas
Jones,"511,267","514,141","514,593","495,732",180,0.6,0.1,-3.7,220,Texas
Karnes,"11,154,194","10,296,951","12,711,830","13,273,827",19,-7.7,23.5,4.4,87,Texas
Kaufman,"3,673,450","4,173,953","4,399,554","4,573,275",54,13.6,5.4,3.9,98,Texas
Kendall,"1,544,589","1,625,835","1,702,032","1,822,462",89,5.3,4.7,7.1,39,Texas
Kenedy,"315,528","278,453","315,603","305,405",206,-11.8,13.3,-3.2,216,Texas
Kent,"413,451","425,760","433,248","429,846",189,3,1.8,-0.8,196,Texas
Kerr,"1,634,397","1,620,694","1,614,033","1,680,749",96,-0.8,-0.4,4.1,93,Texas
Kimble,"162,691","149,140","131,154","133,485",239,-8.3,-12.1,1.8,154,Texas
King,"184,716","214,793","219,301","208,452",224,16.3,2.1,-4.9,229,Texas
Kinney,"114,591","110,641","113,598","113,457",241,-3.4,2.7,-0.1,191,Texas
Kleberg,"1,198,964","1,142,031","1,157,189","1,162,135",125,-4.7,1.3,0.4,180,Texas
Knox,"187,404","189,096","169,237","183,586",228,0.9,-10.5,8.5,32,Texas
Lamar,"1,954,872","1,994,090","2,066,720","2,141,896",77,2,3.6,3.6,105,Texas
Lamb,"906,970","771,216","797,444","755,461",161,-15,3.4,-5.3,231,Texas
Lampasas,"416,814","412,937","416,145","429,103",190,-0.9,0.8,3.1,120,Texas
La Salle,"8,451,546","6,730,787","7,403,097","7,789,093",33,-20.4,10,5.2,70,Texas
Lavaca,"1,590,498","1,363,519","1,352,895","1,467,751",113,-14.3,-0.8,8.5,31,Texas
Lee,"964,888","901,371","921,869","921,090",144,-6.6,2.3,-0.1,189,Texas
Leon,"1,298,131","1,102,364","989,740","1,012,329",136,-15.1,-10.2,2.3,145,Texas
Liberty,"1,764,267","1,728,899","1,783,167","1,898,796",84,-2,3.1,6.5,49,Texas
Limestone,"1,432,623","1,369,196","1,407,387","1,491,163",110,-4.4,2.8,6,59,Texas
Lipscomb,"850,093","761,476","816,938","735,518",163,-10.4,7.3,-10,239,Texas
Live Oak,"2,430,555","2,184,215","2,076,604","2,006,611",82,-10.1,-4.9,-3.4,217,Texas
Llano,"625,570","646,414","644,286","638,468",169,3.3,-0.3,-0.9,198,Texas
Loving,"2,388,278","4,188,570","6,586,304","9,557,235",28,75.4,57.2,45.1,2,Texas
Lubbock,"11,775,829","11,955,144","12,154,015","12,523,583",22,1.5,1.7,3,124,Texas
Lynn,"173,775","208,370","216,014","242,551",218,19.9,3.7,12.3,19,Texas
McCulloch,"349,458","316,094","348,038","371,048",195,-9.5,10.1,6.6,44,Texas
McLennan,"10,826,522","11,405,062","11,913,463","12,347,805",24,5.3,4.5,3.6,104,Texas
McMullen,"4,620,756","4,273,231","3,864,088","3,730,878",58,-7.5,-9.6,-3.4,219,Texas
Madison,"1,072,976","871,390","792,698","708,151",165,-18.8,-9,-10.7,241,Texas
Marion,"248,798","260,890","262,795","275,244",213,4.9,0.7,4.7,81,Texas
Martin,"4,473,823","5,412,710","7,003,980","9,798,482",27,21,29.4,39.9,4,Texas
Mason,"120,773","114,096","121,936","122,641",240,-5.5,6.9,0.6,176,Texas
Matagorda,"2,026,956","2,036,741","2,105,035","2,046,679",80,0.5,3.4,-2.8,211,Texas
Maverick,"1,396,862","1,403,362","1,440,038","1,487,369",111,0.5,2.6,3.3,112,Texas
Medina,"828,986","818,153","852,698","872,982",149,-1.3,4.2,2.4,143,Texas
Menard,"79,642","71,076","64,680","65,819",251,-10.8,-9,1.8,155,Texas
Midland,"18,765,716","18,797,042","22,611,280","26,786,004",9,0.2,20.3,18.5,13,Texas
Milam,"973,728","997,226","940,908","632,583",170,2.4,-5.6,-32.8,252,Texas
Mills,"147,621","154,603","152,337","183,690",227,4.7,-1.5,20.6,10,Texas
Mitchell,"542,100","541,563","530,060","504,203",179,-0.1,-2.1,-4.9,228,Texas
Montague,"1,237,808","1,078,040","1,100,417","998,712",138,-12.9,2.1,-9.2,237,Texas
Montgomery,"20,106,661","20,235,028","21,356,063","22,369,829",13,0.6,5.5,4.7,80,Texas
Moore,"1,767,806","1,753,526","1,765,193","1,682,157",94,-0.8,0.7,-4.7,226,Texas
Morris,"744,205","639,957","638,229","686,443",167,-14,-0.3,7.6,35,Texas
Motley,"43,182","39,311","39,910","41,500",254,-9,1.5,4,96,Texas
Nacogdoches,"2,468,571","2,420,273","2,514,106","2,596,775",71,-2,3.9,3.3,111,Texas
Navarro,"1,428,644","1,394,937","1,413,194","1,495,539",109,-2.4,1.3,5.8,61,Texas
Newton,"499,778","402,663","470,235","508,661",178,-19.4,16.8,8.2,33,Texas
Nolan,"944,540","947,748","954,905","954,245",140,0.3,0.8,-0.1,188,Texas
Nueces,"18,864,520","18,790,122","18,902,397","19,117,033",15,-0.4,0.6,1.1,161,Texas
Ochiltree,"1,916,909","1,557,060","1,538,049","1,509,261",106,-18.8,-1.2,-1.9,205,Texas
Oldham,"354,364","383,814","338,867","362,143",197,8.3,-11.7,6.9,40,Texas
Orange,"3,247,476","3,199,109","3,072,605","3,196,209",66,-1.5,-4,4,95,Texas
Palo Pinto,"961,620","913,894","962,405","1,004,793",137,-5,5.3,4.4,88,Texas
Panola,"3,100,854","2,700,866","2,691,838","2,727,949",69,-12.9,-0.3,1.3,160,Texas
Parker,"3,881,585","3,576,103","3,742,191","3,860,064",56,-7.9,4.6,3.1,116,Texas
Parmer,"1,582,166","1,329,234","1,442,347","1,469,742",112,-16,8.5,1.9,153,Texas
Pecos,"2,190,674","2,260,388","2,700,203","3,267,658",65,3.2,19.5,21,9,Texas
Polk,"1,130,000","1,162,945","1,185,234","1,212,652",123,2.9,1.9,2.3,144,Texas
Potter,"7,644,413","7,554,164","7,553,063","7,785,463",34,-1.2,0,3.1,123,Texas
Presidio,"226,048","254,849","226,442","232,643",220,12.7,-11.1,2.7,133,Texas
Rains,"168,723","169,157","172,798","183,329",229,0.3,2.2,6.1,53,Texas
Randall,"3,454,369","3,409,412","3,407,628","3,539,417",61,-1.3,-0.1,3.9,99,Texas
Reagan,"3,618,768","4,212,231","5,303,685","5,977,463",41,16.4,25.9,12.7,17,Texas
Real,"74,725","72,070","72,339","75,348",249,-3.6,0.4,4.2,92,Texas
Red River,"242,555","248,770","244,805","243,294",217,2.6,-1.6,-0.6,195,Texas
Reeves,"4,338,556","5,279,109","8,533,997","12,666,552",21,21.7,61.7,48.4,1,Texas
Refugio,"572,250","530,982","516,840","516,280",176,-7.2,-2.7,-0.1,190,Texas
Roberts,"1,569,206","1,301,255","1,224,990","1,015,627",135,-17.1,-5.9,-17.1,249,Texas
Robertson,"2,473,354","2,265,218","2,307,161","2,082,871",79,-8.4,1.9,-9.7,238,Texas
Rockwall,"2,560,844","2,725,128","2,877,797","3,002,097",67,6.4,5.6,4.3,91,Texas
Runnels,"333,931","295,872","294,661","303,778",207,-11.4,-0.4,3.1,122,Texas
Rusk,"2,831,492","2,708,872","2,732,838","2,822,763",68,-4.3,0.9,3.3,110,Texas
Sabine,"233,607","246,862","259,103","267,128",215,5.7,5,3.1,121,Texas
San Augustine,"690,353","764,715","899,142","1,019,175",134,10.8,17.6,13.3,16,Texas
San Jacinto,"328,488","332,439","341,352","341,508",201,1.2,2.7,0,187,Texas
San Patricio,"2,377,615","2,393,458","2,273,991","2,279,014",74,0.7,-5,0.2,184,Texas
San Saba,"133,492","161,340","159,609","176,547",230,20.9,-1.1,10.6,22,Texas
Schleicher,"241,692","214,698","171,652","166,130",231,-11.2,-20,-3.2,215,Texas
Scurry,"2,592,419","2,371,985","2,468,602","2,474,422",72,-8.5,4.1,0.2,182,Texas
Shackelford,"306,506","268,784","274,939","289,696",211,-12.3,2.3,5.4,67,Texas
Shelby,"1,523,727","1,349,056","1,441,435","1,540,317",103,-11.5,6.8,6.9,41,Texas
Sherman,"588,101","453,877","471,846","314,943",205,-22.8,4,-33.3,253,Texas
Smith,"9,799,342","9,796,738","9,904,909","10,179,462",25,0,1.1,2.8,130,Texas
Somervell,"1,167,454","1,193,111","1,050,082","1,176,285",124,2.2,-12,12,20,Texas
Starr,"1,410,342","1,402,458","1,430,751","1,414,905",114,-0.6,2,-1.1,200,Texas
Stephens,"563,405","540,730","562,682","544,689",174,-4,4.1,-3.2,214,Texas
Sterling,"328,219","335,686","326,006","317,732",203,2.3,-2.9,-2.5,210,Texas
Stonewall,"287,140","311,694","321,330","300,714",208,8.6,3.1,-6.4,233,Texas
Sutton,"591,057","509,699","510,276","489,548",181,-13.8,0.1,-4.1,222,Texas
Swisher,"522,839","480,407","540,624","515,381",177,-8.1,12.5,-4.7,225,Texas
Tarrant,"101,178,408","102,172,994","104,650,547","108,786,197",3,1,2.4,4,97,Texas
Taylor,"5,753,114","5,680,692","5,797,155","6,073,954",40,-1.3,2.1,4.8,79,Texas
Terrell,"223,138","208,373","203,478","161,963",234,-6.6,-2.3,-20.4,250,Texas
Terry,"757,854","806,173","812,966","796,030",159,6.4,0.8,-2.1,206,Texas
Throckmorton,"182,817","156,479","152,133","156,903",235,-14.4,-2.8,3.1,118,Texas
Titus,"1,774,627","1,769,587","1,917,585","1,627,165",101,-0.3,8.4,-15.1,248,Texas
Tom Green,"5,043,054","4,916,517","5,038,041","5,285,701",47,-2.5,2.5,4.9,74,Texas
Travis,"88,672,286","92,381,463","96,695,331","102,486,231",4,4.2,4.7,6,56,Texas
Trinity,"226,012","224,969","227,204","233,490",219,-0.5,1,2.8,131,Texas
Tyler,"476,390","467,929","444,520","434,587",187,-1.8,-5,-2.2,208,Texas
Upshur,"865,472","811,844","821,631","845,183",153,-6.2,1.2,2.9,127,Texas
Upton,"4,817,268","5,503,600","6,762,302","7,369,575",35,14.2,22.9,9,29,Texas
Uvalde,"805,353","811,951","799,536","807,982",158,0.8,-1.5,1.1,164,Texas
Val Verde,"1,598,445","1,558,081","1,569,346","1,638,997",100,-2.5,0.7,4.4,86,Texas
Van Zandt,"1,008,858","1,016,336","1,036,470","1,063,085",131,0.7,2,2.6,139,Texas
Victoria,"4,794,811","4,502,675","4,511,754","4,723,879",50,-6.1,0.2,4.7,82,Texas
Walker,"1,873,122","1,948,584","1,972,080","2,011,832",81,4,1.2,2,151,Texas
Waller,"1,748,110","1,651,687","1,682,328","1,764,685",92,-5.5,1.9,4.9,75,Texas
Ward,"3,102,368","2,972,627","3,553,344","4,594,555",53,-4.2,19.5,29.3,8,Texas
Washington,"1,992,892","1,955,645","1,970,314","2,099,987",78,-1.9,0.8,6.6,45,Texas
Webb,"12,451,869","12,360,473","12,794,056","12,408,193",23,-0.7,3.5,-3,212,Texas
Wharton,"1,706,323","1,583,284","1,723,864","1,826,855",87,-7.2,8.9,6,57,Texas
Wheeler,"1,600,612","1,298,696","1,253,636","1,094,573",128,-18.9,-3.5,-12.7,243,Texas
Wichita,"5,254,691","5,303,003","5,322,864","5,452,221",44,0.9,0.4,2.4,142,Texas
Wilbarger,"674,909","697,392","676,360","753,154",162,3.3,-3,11.4,21,Texas
Willacy,"709,067","783,732","892,603","870,911",150,10.5,13.9,-2.4,209,Texas
Williamson,"19,670,590","20,619,895","22,046,015","22,865,231",12,4.8,6.9,3.7,102,Texas
Wilson,"978,867","931,470","973,167","1,046,254",133,-4.8,4.5,7.5,36,Texas
Winkler,"935,699","920,409","1,283,883","1,824,256",88,-1.6,39.5,42.1,3,Texas
Wise,"4,241,062","3,912,276","3,729,284","3,759,232",57,-7.8,-4.7,0.8,173,Texas
Wood,"1,599,054","1,580,861","1,657,467","1,643,737",98,-1.1,4.8,-0.8,197,Texas
Yoakum,"2,681,087","2,941,461","3,179,886","3,385,988",63,9.7,8.1,6.5,50,Texas
Young,"839,658","839,662","860,714","866,609",151,0,2.5,0.7,175,Texas
Zapata,"986,772","809,255","883,293","820,224",156,-18,9.1,-7.1,235,Texas
Zavala,"1,124,822","1,048,958","991,794","945,577",141,-6.7,-5.4,-4.7,224,Texas
Beaver,"311,156","326,990","350,722","383,147",22,5.1,7.3,9.2,4,Utah
Box Elder,"1,972,078","2,160,232","2,278,797","2,354,625",8,9.5,5.5,3.3,11,Utah
Cache,"4,176,807","4,369,448","4,647,373","4,782,815",6,4.6,6.4,2.9,12,Utah
Carbon,"1,013,939","963,920","976,785","1,000,015",13,-4.9,1.3,2.4,14,Utah
Daggett,"93,190","89,077","113,813","109,868",27,-4.4,27.8,-3.5,27,Utah
Davis,"11,888,604","12,442,332","13,056,779","13,565,775",3,4.7,4.9,3.9,8,Utah
Duchesne,"1,327,284","1,192,156","1,227,573","1,215,649",12,-10.2,3,-1,22,Utah
Emery,"855,167","883,592","897,805","849,317",15,3.3,1.6,-5.4,28,Utah
Garfield,"201,605","206,823","214,992","210,584",25,2.6,3.9,-2.1,24,Utah
Grand,"449,621","468,759","512,421","523,773",19,4.3,9.3,2.2,15,Utah
Iron,"1,288,849","1,336,554","1,445,031","1,502,630",11,3.7,8.1,4,7,Utah
Juab,"427,014","414,182","422,644","472,695",21,-3,2,11.8,2,Utah
Kane,"260,077","266,590","277,757","280,325",23,2.5,4.2,0.9,19,Utah
Millard,"851,667","799,234","831,588","773,810",18,-6.2,4,-6.9,29,Utah
Morgan,"224,223","233,643","248,201","276,009",24,4.2,6.2,11.2,3,Utah
Piute,"37,202","43,413","45,451","51,398",29,16.7,4.7,13.1,1,Utah
Rich,"132,262","126,538","123,072","124,529",26,-4.3,-2.7,1.2,18,Utah
Salt Lake,"73,418,343","75,927,259","77,891,878","80,666,565",1,3.4,2.6,3.6,9,Utah
San Juan,"481,178","495,129","507,185","511,280",20,2.9,2.4,0.8,20,Utah
Sanpete,"747,410","777,113","827,158","847,820",16,4,6.4,2.5,13,Utah
Sevier,"847,557","857,597","904,793","905,558",14,1.2,5.5,0.1,21,Utah
Summit,"2,569,665","2,683,203","2,909,870","2,973,451",7,4.4,8.4,2.2,17,Utah
Tooele,"1,707,011","1,758,956","1,786,915","1,748,838",10,3,1.6,-2.1,25,Utah
Uintah,"2,325,107","2,251,219","2,348,376","2,301,653",9,-3.2,4.3,-2,23,Utah
Utah,"20,137,982","21,592,926","22,615,026","24,192,262",2,7.2,4.7,7,5,Utah
Wasatch,"644,393","698,720","768,681","794,527",17,8.4,10,3.4,10,Utah
Washington,"4,277,364","4,650,364","5,116,834","5,347,692",5,8.7,10,4.5,6,Utah
Wayne,"89,993","90,479","98,137","95,360",28,0.5,8.5,-2.8,26,Utah
Weber,"8,869,375","9,138,766","9,518,290","9,727,908",4,3,4.2,2.2,16,Utah
Addison,"1,380,115","1,472,455","1,516,687","1,519,836",8,6.7,3,0.2,11,Vermont
Bennington,"1,467,579","1,484,291","1,485,393","1,523,183",7,1.1,0.1,2.5,3,Vermont
Caledonia,"999,109","1,023,885","1,013,422","1,024,166",10,2.5,-1,1.1,7,Vermont
Chittenden,"10,037,015","10,219,292","10,255,569","10,465,797",1,1.8,0.4,2,4,Vermont
Essex,"135,261","135,443","135,031","136,408",14,0.1,-0.3,1,8,Vermont
Franklin,"1,722,598","1,712,118","1,714,423","1,733,921",6,-0.6,0.1,1.1,6,Vermont
Grand Isle,"153,171","153,095","154,619","155,832",13,0,1,0.8,9,Vermont
Lamoille,"1,053,355","1,057,117","1,060,763","1,100,848",9,0.4,0.3,3.8,1,Vermont
Orange,"734,986","741,965","732,653","754,084",12,0.9,-1.3,2.9,2,Vermont
Orleans,"937,898","907,767","950,368","968,077",11,-3.2,4.7,1.9,5,Vermont
Rutland,"2,455,640","2,476,726","2,480,657","2,469,821",3,0.9,0.2,-0.4,13,Vermont
Washington,"3,311,846","3,438,468","3,418,699","3,403,063",2,3.8,-0.6,-0.5,14,Vermont
Windham,"2,242,212","2,210,648","2,167,610","2,176,247",5,-1.4,-1.9,0.4,10,Vermont
Windsor,"2,275,712","2,331,637","2,325,434","2,324,722",4,2.5,-0.3,0,12,Vermont
Accomack,"2,623,569","2,592,466","2,671,816","2,794,309",30,-1.2,3.1,4.6,10,Virginia
Amelia,"352,318","348,872","352,723","362,153",86,-1,1.1,2.7,46,Virginia
Amherst,"813,986","799,299","776,604","782,954",62,-1.8,-2.8,0.8,82,Virginia
Appomattox,"275,525","276,581","279,439","286,994",92,0.4,1,2.7,44,Virginia
Arlington,"29,339,588","29,667,913","30,470,286","31,513,885",2,1.1,2.7,3.4,28,Virginia
Bath,"225,795","224,744","227,648","221,256",99,-0.5,1.3,-2.8,100,Virginia
Bedford,"1,856,994","1,826,377","1,820,302","1,864,725",39,-1.6,-0.3,2.4,51,Virginia
Bland,"226,323","222,809","228,528","237,566",98,-1.6,2.6,4,16,Virginia
Botetourt,"1,213,197","1,181,407","1,194,825","1,275,072",48,-2.6,1.1,6.7,6,Virginia
Brunswick,"331,026","655,539","780,106","788,340",61,98,19,1.1,80,Virginia
Buchanan,"1,000,620","916,210","1,052,232","1,018,337",55,-8.4,14.8,-3.2,101,Virginia
Buckingham,"524,228","520,568","502,298","550,077",71,-0.7,-3.5,9.5,1,Virginia
Caroline,"564,486","588,924","585,665","601,787",69,4.3,-0.6,2.8,41,Virginia
Charles City,"176,861","176,027","179,004","182,232",101,-0.5,1.7,1.8,62,Virginia
Charlotte,"266,707","272,531","268,946","268,696",94,2.2,-1.3,-0.1,88,Virginia
Chesterfield,"14,497,388","14,780,976","14,984,747","15,281,992",9,2,1.4,2,60,Virginia
Clarke,"452,760","448,246","463,562","471,328",75,-1,3.4,1.7,66,Virginia
Craig,"93,317","92,685","93,827","96,426",105,-0.7,1.2,2.8,40,Virginia
Culpeper,"1,563,887","1,589,180","1,604,599","1,643,291",44,1.6,1,2.4,52,Virginia
Cumberland,"182,636","186,881","191,690","190,048",100,2.3,2.6,-0.9,95,Virginia
Dickenson,"522,810","462,556","510,199","490,047",72,-11.5,10.3,-3.9,104,Virginia
Essex,"342,998","345,539","342,465","349,564",89,0.7,-0.9,2.1,59,Virginia
Fauquier,"2,512,702","2,524,219","2,541,578","2,648,940",32,0.5,0.7,4.2,12,Virginia
Floyd,"385,540","348,385","361,602","387,241",85,-9.6,3.8,7.1,4,Virginia
Fluvanna,"731,891","727,095","771,955","766,325",63,-0.7,6.2,-0.7,94,Virginia
Franklin,"1,294,344","1,276,227","1,302,412","1,320,061",47,-1.4,2.1,1.4,75,Virginia
Giles,"466,639","448,052","441,756","456,058",78,-4,-1.4,3.2,30,Virginia
Gloucester,"793,874","802,752","824,388","839,170",60,1.1,2.7,1.8,63,Virginia
Goochland,"1,829,582","1,826,867","2,000,507","1,952,541",37,-0.1,9.5,-2.4,99,Virginia
Grayson,"280,572","274,649","275,711","282,546",93,-2.1,0.4,2.5,49,Virginia
Greene,"421,196","450,861","460,261","465,023",77,7,2.1,1,81,Virginia
Halifax,"1,396,749","1,378,420","1,277,654","1,263,884",49,-1.3,-7.3,-1.1,97,Virginia
Hanover,"5,010,645","5,114,149","5,158,334","5,346,260",22,2.1,0.9,3.6,21,Virginia
Henrico,"24,069,678","24,244,164","24,762,945","25,115,683",3,0.7,2.1,1.4,71,Virginia
Highland,"109,024","101,481","97,697","103,304",104,-6.9,-3.7,5.7,8,Virginia
Isle of Wight,"1,497,018","1,480,525","1,504,248","1,608,390",45,-1.1,1.6,6.9,5,Virginia
King and Queen,"128,625","128,167","129,939","133,611",103,-0.4,1.4,2.8,38,Virginia
King George,"1,611,555","1,647,267","1,681,384","1,734,726",41,2.2,2.1,3.2,31,Virginia
King William,"418,688","424,056","426,047","437,413",81,1.3,0.5,2.7,47,Virginia
Lancaster,"394,358","398,050","402,000","407,646",84,0.9,1,1.4,73,Virginia
Lee,"444,477","452,252","450,937","453,917",80,1.7,-0.3,0.7,85,Virginia
Loudoun,"21,094,147","21,787,442","23,074,194","24,514,020",4,3.3,5.9,6.2,7,Virginia
Louisa,"2,103,313","1,950,034","2,002,348","2,077,558",36,-7.3,2.7,3.8,20,Virginia
Lunenburg,"247,351","244,722","243,800","248,062",97,-1.1,-0.4,1.7,64,Virginia
